id,title,content
3135,Article 3135,is a world city. We can't have a world city if our transit system is running 65 percent on time and our traffic is moving at 4.7 mph. T
3136,Article 3136,"his will get us back in the ball game to be a world-class city."" It's important to note that drivers will not be charged the toll more "
3137,Article 3137,than once per day and the FDR and West Side highways will not be included. New York State Budget: Congestion Pricing Coming To Manhatta
3138,Article 3138,"n newyork March 31, 2019 / 11:48 PM EDT / CBS New York NEW YORK (CBSNewYork) -- It has worked in cities like London and Singapore and s"
3139,Article 3139,"tate lawmakers are hoping congestion pricing will decrease traffic in New York City, too. CBS2's Hazel Sanchez found out what Sunday's "
3140,Article 3140,historic news means for drivers. Big Apple subway and buses will soon be getting some much-needed improvements at the expense of driver
3141,Article 3141,"s heading into Manhattan. ""I think it's a good idea,"" one New Yorker said Sunday. ""Every day it's very, very (bad) traffic, so I think "
3142,Article 3142,"it can be better."" Motorists entering Midtown Manhattan below 60th Street will be charged a toll, which is anticipated to raise more th"
3143,Article 3143,"an $1 billion a year for the city's ailing public transit system. A panel of experts will set the surcharges by the end of 2020, but so"
3144,Article 3144,"urces told CBS2 drivers in cars will pay around $11.50 and truck drivers around $25. ""I work in Manhattan a lot and I don't mind paying"
3145,Article 3145,"for it to get in there and if it helps congestion, even better,"" Long Island resident Ed Crescimanni said. Congestion pricing will be a"
3146,Article 3146,"n added hardship for Charles Alvarez, who lives in the toll zone but needs to visit his mother in a Queens nursing home."
3147,Article 3147,"""That's crazy. I can't imagine doing that. But I have to see my mother and it's something that would greatly impact me,"" Alvarez said."
3148,Article 3148,"MORE: Gov. Cuomo Proud Of State Budget, Calling It ""Probably The Strongest Progressive Statement That We've Made"" Traffic expert Sam Sc"
3149,Article 3149,"hwartz told CBS2 he thinks the system will make difference. ""The bottom line is the city is a competitive city. It is a world city. We "
3150,Article 3150,can't have a world city if our transit system is running 65 percent on time and our traffic is moving at 4.7 mph. This will get us back
3151,Article 3151,"in the ball game to be a world-class city."" It's important to note that drivers will not be charged the toll more than once per day and"
3152,Article 3152,the FDR and West Side highways will not be included. Special Needs Drum Corps To Make History By Competing At World Championships
3153,Article 3153,"newyork April 19, 2019 / 2:55 PM EDT / CBS New York OLD BETHPAGE, N.Y. (CBSNewYork) - A special needs drum corps from Long Island has b"
3154,Article 3154,"een invited to perform and compete and the world championships in Williamsport, Penn. UPDATE: Special Needs Drum Corps From Long Island"
3155,Article 3155,Gives History-Making Performance At World Championships Hard work is paying off on Long Island. A group of musicians are proving that n
3156,Article 3156,"o matter what your abilities, you can accomplish anything you set your mind to, reported CBSN New York's John Dias. PHOTOS: FREE Player"
3157,Article 3157,s Drum & Bugle Corps Rehearsal The group FREE Players Drum & Bugle Corps is made up entirely of individuals with different abilities. F
3158,Article 3158,"riday, they found out they're making history. 00:00 02:00 See More They've been selected to perform and compete at the prestigious Drum"
3159,Article 3159,Corps Associates World Championships. Their performance will be the first time a special needs drum and bugle corps has been selected t
3160,Article 3160,o perform and compete at the DCA Word Championships. Some of them will also perform solos. All of them are part of the theater day-prog
3161,Article 3161,"ram at the non-profit Family Residences and Essential Enterprises, also known as FREE. They rehearse once a week at their Old Bethpage "
3162,Article 3162,"center together, but many told Dias they practice at home by themselves every day. The team also performs in parades and other competit"
3163,Article 3163,ions across the country. The championship will take place Labor Day weekend. They've started a GoFundMe to help raise money for the tri
3164,Article 3164,"p. To help out, click here. NYC Says Considerable Changes Are Coming To 14th Street During L Train Construction newyork April 24, 2019 "
3165,Article 3165,"/ 6:19 PM EDT / CBS New York NEW YORK (CBSNewYork) -- The city is embarking on a dramatic plan to redesign 14th Street, closing it to t"
3166,Article 3166,"hrough-street traffic during the ""L"" train repairs, and possibly permanently. But as CBS2's Marcia Kramer discovered Wednesday, a lot o"
3167,Article 3167,"f the details of the plan still need to be worked out. MORE: With L Train Line Work Starting Friday, Commuters, Residents Concerned Abo"
3168,Article 3168,ut City's Plans For 14th Street It's not going to be your mother's 14th Street anymore. From Third to Ninth avenues it will morph into 
3169,Article 3169,"something city officials call a ""TTP"" -- a transit/truck priority. It means private cars can pretty much fuggedaboutit. They're banned."
3170,Article 3170,"They can only venture into the area for a block or so to pick up, drop off or park in a garage. If you overstay your welcome, it'll cos"
3171,Article 3171,"t ya. 14th Street plan (Photo: CBS2) If there's a ticket, how much will it cost? ""I think it will depend on what it is. I think violati"
3172,Article 3172,"ng the bus lane ticket is $115,"" Department of Transportation Commissioner Polly Trottenberg said. ""If the NYPD issues a moving violati"
3173,Article 3173,"on in a bus lane it's $150,"" Deputy Commissioner Eric Beaten added. MORE: MTA Offering More Options For L Train Riders As Service Slowd"
3174,Article 3174,"own Starts This Week Under the plan, which was originally developed to to deal with the L train shutdown, which was canceled by Gov. An"
3175,Article 3175,"drew Cuomo in favor of night and weekend work, the street redesign will consist of four lanes, two in each direction. The center lanes "
3176,Article 3176,"are for buses, trucks and emergency vehicles. The curbside lanes are for trucks loading and local traffic pick-ups, drop-offs and garag"
3177,Article 3177,"e access. Businesses along the corridor fear the loss of parking will kill their sales. Eddie Kent, who sells eyeglasses and hearing ai"
3178,Article 3178,"ds, fears it will mean the end of his 60-year-old business. ""We want to stay and we want to help New York, so we're hoping that the cit"
3179,Article 3179,"y understands the small business concerns,"" Kent said. Elissa Stein of the 14th Street Coalition said side streets will become more con"
3180,Article 3180,"gested. She lives on 12th Street, which is now down to one traffic lane because of a bike lane. And when an oil truck stopped to make a"
3181,Article 3181,"delivery on Wednesday cars had no choice but to use to the bike lane. Stein said the city ignored community concerns. ""I am furious. We"
3182,Article 3182,"are furious. The people in the neighborhood know that the commuters have supplanted the community,"" Stein said. ""And that the city gave"
3183,Article 3183,"in to bullying."" MORE: With L Train Slowdown Looming, MTA Urging Riders To Find Different Routes Alma Pereira-Singelterry, a retired Me"
3184,Article 3184,"tropolitan Transportation Authority bus driver, drove the 14th Street route for years. ""I feel bad for the public, but they need the bu"
3185,Article 3185,"ses to get going and I think it's a good thing to have the buses rolling without any traffic in here,"" Pereira-Singelterry said."
3186,Article 3186,"Trottenberg admitted there is a lot still to be worked out, like what hours the car ban will be in effect. Right now, it's 5 a.m. to 10"
3187,Article 3187,"p.m., but that could change. By the way, City Hall officials told Kramer that if the 14th Street plan is successful it could be coming "
3188,Article 3188,"to a neighborhood near you. 'Gut Wrenching': Family Of 6, Including 4 Children, Killed In Harlem Apartment Blaze newyork"
3189,Article 3189,"May 8, 2019 / 11:40 PM EDT / CBS New York NEW YORK (CBSNewYork) -- A family of six, including four children, lost their lives in a fire"
3190,Article 3190,early Wednesday morning in Harlem. The tragedy may have been caused by missing batteries in a smoke detector. NYCHA says the building's
3191,Article 3191,"smoke detectors were last inspected in January, and found to be working properly. Flames broke out around 1:40 a.m. inside apartment 5G"
3192,Article 3192,at the Frederick Samuel Houses on Adam Clayton Powell Jr. Boulevard and 142nd Street. The FDNY released video of the aftermath of the i
3193,Article 3193,nferno in the apartment. Another video taken by a neighbor shows a firefighter facing down massive flames that stood between rescuers a
3194,Article 3194,"nd the six family members who perished inside. ""Units were met at the door of that apartment with fire. The entire apartment was involv"
3195,Article 3195,"ed,"" FDNY Commissioner Daniel Nigro told reporters. ""(Firefighters) aggressively moved in, extinguishing the fire. As they did, when th"
3196,Article 3196,"ey reached the two rear bedrooms, we found six occupants of that apartment deceased."" Web Extra: Mayor De Blasio, FDNY & NYCHA Provide "
3197,Article 3197,"Update On Fatal Harlem Fire Authorities identified the victims as 45-year-old mother Andrea Pollidore, four children under the age of 1"
3198,Article 3198,"1, and her 32-year-old stepson. Three other residents suffered minor smoke inhalation. 00:00 02:00 See More ""We're in the business of s"
3199,Article 3199,"aving lives, and in this instance we were not able to, and it's very difficult for our members to deal with this loss also. But right n"
3200,Article 3200,"ow our hearts are with these poor people and their friends and family,"" said Nigro. Harlem-fire-victim-Andrea-Pollidores"
3201,Article 3201,"Harlem fire victim, 45-year-old Andrea Pollidores, was killed along with four kids and one adult early Wednesday morning."
3202,Article 3202,"Raven Reyes, the family's 27-year-old daughter who lives elsewhere, spoke about the loss of nearly her entire family. ""I really just ca"
3203,Article 3203,"n't believe this happened,"" she said. ""I just want them to know I love them so much."" Reyes lost her mom, stepbrother, and four young s"
3204,Article 3204,"iblings. The oldest of whom was 11, the youngest only 3 years old. ""My brothers and sisters, even my step-brother passed away. They wer"
3205,Article 3205,"e all good people,"" she said. ""My little brothers and sisters, they just were perfect. Amazing. They were amazing, no matter what the c"
3206,Article 3206,"ircumstances, you know."" Web Extra: FDNY Commissioner Daniel Nigro Discusses Fatal Harlem Fire Mayor Bill de Blasio called the family's"
3207,Article 3207,"death a ""gut-wrenching moment for all of us."" ""As a father, just thinking about, you know, yesterday evening four children went to bed "
3208,Article 3208,"and they're gone now. It's very, very painful,"" de Blasio said during a midday news conference. ""We obviously need to know everything t"
3209,Article 3209,"hat happened with it, but most importantly, our hearts and our prayers need to be with this family."" Jean Belot, the father of the youn"
3210,Article 3210,"gest victim Elijah, showed CBS2's Dave Carlin a father-and-son moment caught on video. ""He was smart and a quick learner and that's all"
3211,Article 3211,", and that's pretty much all I have to say for now,"" he said. Neighbor Patricia Flowers, who lives on the same floor as the family, tol"
3212,Article 3212,"d Carlin she last spoke with the kids as they were on their way outside with their bicycles. ""The kids was really vibrant and happy kid"
3213,Article 3213,"s. I was just with them yesterday, and they are very good kids and the mom, she took very good care of her kids,"" she said."
3214,Article 3214,"Nigro said it appears the fire started on the stove, and there's no indication that it was suspicious. The kitchen is located near the "
3215,Article 3215,"front door, and the commissioner said the layout of the apartment left the victims with nowhere to run. ""The fire escapes from this apa"
3216,Article 3216,"rtment are on the side of that apartment opposite from the bedrooms. So, they were unable to get to either the door of their apartment "
3217,Article 3217,"or the windows that are on the fire escape."" he said. ""If there was a fire, there you would be walking into the fire if you were trying"
3218,Article 3218,"to get through the front door,"" said building tenant Claudette Grant. The building is owned by the New York City Housing Authority. Int"
3219,Article 3219,erim Chair Kathryn Garcia said a combination smoke alarm-carbon monoxide detector was installed in the unit in June 2017 and tested thi
3220,Article 3220,s January. FDNY Investigating If Smoke Detectors Worked In NYCHA Apartment Where Family Died In Blaze Sources say it's possible it may 
3221,Article 3221,"have been tampered with. The FDNY is investigating whether the mother or anyone else removed the batteries. ""If she disconnected the sm"
3222,Article 3222,"oke detector - we don't know that yet - and a NYCHA worker was in the apartment and didn't report the smoke detector not working, then "
3223,Article 3223,"NYCHA bares some of the blame for what happened,"" said Mark Peters, CBS2's urban affairs expert. A candlelight vigil honoring the victi"
3224,Article 3224,"ms was held at 7 p.m. Conn. State Police Search For Jennifer Dulos, Missing Mother Of 5 From New Canaan newyork May 29, 2019 / 11:05 PM"
3225,Article 3225,"EDT / CBS New York NEW CANAAN, Conn. (CBSNewYork) – A desperate search is underway for a missing woman in Connecticut. Jennifer Dulos, "
3226,Article 3226,"50, was last seen last Friday in New Canaan. A New York State Police helicopter took off from the grass in Waveny Park, helping Connect"
3227,Article 3227,icut authorities search for Dulos. The police are searching a tranquil park in the New Canaan for her. NY State Police chopper just lan
3228,Article 3228,ded at #WavenyPark where CT police are searching for missing #NewCanaan woman @CBSNewYork pic.twitter.com/7aM9iGL6cc — Andrea Grymes (@
3229,Article 3229,"AndreaGrymesTV) May 29, 2019 ""A large police presence I noticed on the way in,"" said park goer Elizabeth Chatsworth. ""Terrible all arou"
3230,Article 3230,nd. I hope they find her safe and sound. WEB EXTRA: Timeline Of Investigation Into Jennifer Dulos's Disappearance Police believe she wa
3231,Article 3231,"s driving a 2017 black Chevrolet Suburban to drop off her kids at school last Friday. Later that night, investigators say they found th"
3232,Article 3232,e empty car near Waveny Park. 00:00 02:00 See More Police would not comment on published reports that the 50-year-old mom was in a bitt
3233,Article 3233,"er custody battle since filing for divorce from her husband in 2017. Investigators say, as with any missing persons case, they're also "
3234,Article 3234,"trying to determine if she's a victim of foul play. Her family and friends released a statement saying in part ""Those who know Jennifer"
3235,Article 3235,"know her to be a devoted mother; an extremely thoughtful, reliable, and organized woman; and can attest that she would never, ever disa"
3236,Article 3236,"ppear when she is responsible for the lives of five loving and energetic children."" Statement from the Family and Friends of Jennifer F"
3237,Article 3237,"arber Dulos Since learning of the disappearance of Jennifer Farber Dulos, our beloved daughter, mother, sister, cousin, aunt, and frien"
3238,Article 3238,"d, we have been heartbroken; at the same time, we are moved and inspired by the support, assistance, concern, and love extended by so m"
3239,Article 3239,"any. We remain hopeful that Jennifer will be found soon, and we urge anyone with information, however seemingly insignificant, to call "
3240,Article 3240,"the New Canaan Police Tip Line at 203-594-3544. Jennifer was last seen in New Canaan, the morning of Friday, May 24, 2019, operating a "
3241,Article 3241,"black 2017 Chevy Suburban. Jennifer is 50 years of age, very slender, 5'7"", with a soft voice, dark brown eyes, and shoulder-length bro"
3242,Article 3242,"wn hair. Those who know Jennifer know her to be a devoted mother; an extremely thoughtful, reliable, and organized woman; and attest th"
3243,Article 3243,"at she would never, ever, disappear when she is responsible for the lives of five loving and energetic children. Jennifer is gentle, ki"
3244,Article 3244,"nd, intelligent, and funny, and above all she prioritizes the health and happiness of her children. She and the children have been embr"
3245,Article 3245,"aced by the New Canaan Country School community, where they have made good friends and are active in athletics and arts."
3246,Article 3246,"Before living in New Canaan, Jennifer and her family resided in Farmington, where she was a beloved class parent among the Renbrook Sch"
3247,Article 3247,"ool community. We are touched by the outpouring of support from friends and colleagues in Farmington, Avon, and West Hartford."
3248,Article 3248,We express our sincere thanks to the law enforcement officers in both New Canaan and the Connecticut State Police. We are also deeply g
3249,Article 3249,rateful to the New Canaan Country School for their incredible outpouring of support and care during this extremely difficult time.
3250,Article 3250,"Please join us in seeking Jennifer's safe return as soon as possible. Again, do not hesitate to share any information, however small, w"
3251,Article 3251,"ith the New Canaan Police Tip Line at 203-594-3544. They say she and her family used to live in Farmington, Conn., before moving 70 mil"
3252,Article 3252,"es south to New Canaan. At their home earlier Wednesday, a lone police car sat in the driveway. In town, locals hope investigators quic"
3253,Article 3253,"kly find her. ""These things don't happen around here, right? That's what's striking,"" Darien resident Racheal Palacios told CBS2's Andr"
3254,Article 3254,"ea Grymes. ""I think it's tragic,"" said Anne Marie Oh of Wilton, Conn. ""They said she's been missing since Friday, so that's not a good "
3255,Article 3255,"sign."" Loved ones call Dulos a beloved daughter, mother, sister, cousin, aunt and friend, and they remain hopeful she'll be found soon."
3256,Article 3256,Anyone who had contact with her on Friday or has information about her disappearance is asked to call the New Canaan Police Tip Line at
3257,Article 3257,"203-594-3544. More from CBS News Helicopter Crash-Lands On Top Of Building In Midtown, 1 Dead newyork June 10, 2019 / 11:36 PM EDT / CB"
3258,Article 3258,S New York NEW YORK (CBSNewYork) -- A helicopter crashed on top of a building in Midtown on Monday afternoon. It happened at around 1:4
3259,Article 3259,"3 p.m., according to FDNY Commissioner Daniel Nigro. The helicopter was flying in restricted air space and in rain and fog when it cras"
3260,Article 3260,hed. tim mccormack (Credit: Facebook) PHOTOS: Midtown Helicopter Crash More than 100 emergency responders rushed to the scene at 787 Se
3261,Article 3261,"venth Ave. between 51st and 52nd Streets. The building is 54 stories tall. The pilot, identified as Tim McCormack, was killed. The East"
3262,Article 3262,"Clinton, New York, Volunteer Fire Department said he served as chief there for 10 years. Before joining the East Clinton VFD, he was a "
3263,Article 3263,"member of the LaGrange Fire Department. With 15 years of experience flying helicopters and single-engine airplanes, he was certified as"
3264,Article 3264,"a flight instructor last year, according to Federal Aviation Administration records. 00:00 02:00 See More McCormack radioed before the "
3265,Article 3265,"crash that he was in trouble, sources told CBS2. Paul Dudley, the airport manager in Linden, N.J., where the helicopter flew out of, sa"
3266,Article 3266,"id, ""McCormack is an experienced pilot and very well respected in the aircraft community,"" adding he worked for an executive and was fl"
3267,Article 3267,ying his helicopter at the time of the crash. Dudley said he assumes that there was a mechanical or weather-related issue and that McCo
3268,Article 3268,"rmack was trying to land on top of the building to spare the people on the ground, CBS2's Lisa Rozner reported. There is no helipad on "
3269,Article 3269,"top of the building's roof. Midtown Helicopter Crash This is the helicopter that crashed in Midtown on June 10, 2019. (credit: Amiaga.c"
3270,Article 3270,om) The FAA said the aircraft was an Agusta A109E helicopter and the NTSB will investigate the cause of crash. FAA air traffic controll
3271,Article 3271,"ers ""did not handle the flight."" The helicopter was registered to American Continental Properties, LLC. That model helicopter, which is"
3272,Article 3272,"used for executive travel, was flying in a restricted flight area when it crashed. Mayor Bill de Blasio said officials were investigati"
3273,Article 3273,ng whether or not the chopper had received approval from flight controllers to go into the restricted zone. The building was evacuated.
3274,Article 3274,"""There was a shake and then a noise and then we just evacuated,"" one man said. ""That was about it. We just heard the ground shake, like"
3275,Article 3275,"it was an earthquake and then we went back to business. Then we got the notice to evacuate."" ""You could smell smoke. Not heavy smoke, b"
3276,Article 3276,"ut the smell of what I describe -- burnt construction material started to come downstairs,"" another man said. ""We had a very strange, v"
3277,Article 3277,"ery troubling incident this afternoon here in Manhattan,"" Mayor de Blasio said. De Blasio emphasized that ""there is no indication at th"
3278,Article 3278,is time that this was an act of terror and there is no ongoing threat to New York City based on all the information that we have right 
3279,Article 3279,"now."" WEB EXTRA: Mayor de Blasio, Officials Discuss Midtown Helicopter Crash: ""We do not know the cause of this incident,"" de Blasio sa"
3280,Article 3280,"id. ""This could've been a much worse incident, and thank God that no other people were injured in this absolutely shocking, stunning in"
3281,Article 3281,"cident."" De Blasio praised the ""extraordinary effort"" of the first responders. Nigro said firefighters were on the scene of the crash a"
3282,Article 3282,bout four minutes after receiving the 911 call of the crash. They deployed special hoses and pumps to get water from over 700 feet belo
3283,Article 3283,"w to fight the fire. ""We were able to put water on the fire quite quickly. Unfortunately, we did find a victim with the helicopter, who"
3284,Article 3284,", as the mayor stated, we presume is the pilot,"" Nigro said. ""What we know is that at approximately 1:32 this afternoon, the helicopter"
3285,Article 3285,"took off from the 34th Street heliport and about 11 minutes later crashed on the roof,"" Police Commissioner James O'Neill said. That he"
3286,Article 3286,liport is located on Manhattan's East Side. Officials believe - but have not confirmed - the helicopter may have been attempting to ret
3287,Article 3287,"urn to its home base in Linden, New Jersey, which is why it may have been crossing Manhattan. O'Neill said he was ""not sure"" yet why th"
3288,Article 3288,"e helicopter was flying in wet and foggy weather. Gov. Andrew Cuomo, who happened to be at an event nearby and got to the scene quickly"
3289,Article 3289,", said that a helicopter made a ""forced"" or ""emergency"" landing on top of the building. Officials later described the incident as a ""ha"
3290,Article 3290,"rd landing"" at a high rate of speed. WEB EXTRA: Gov. Cuomo On Midtown Helicopter Crash: ""The preliminary information is that there was "
3291,Article 3291,"a helicopter that made a forced landing, an emergency landing or landed on the roof of the building for one reason or another. There wa"
3292,Article 3292,s a fire that happened when the helicopter hit the roof. People who were in the building said they felt the building shake. The fire de
3293,Article 3293,"partment believes the fire is under control. There may have been casualties involved in people in the helicopter,"" Cuomo said. ""We don'"
3294,Article 3294,"t know what caused the helicopter to land on top of the building but people in the building itself, nobody has been hurt."""
3295,Article 3295,"The damage was primarily contained to the building's roof. In the midst of the chaos and confusion, Nicholas Estevez found a sharp piec"
3296,Article 3296,"e of debris in the rain on the street below, CBS2's Ali Bauman reported. ""I saw people running like crazy out of the building and peopl"
3297,Article 3297,"e running everywhere,"" he said. ""If you're a New Yorker you have a level of PTSD from 9/11 and I remember that morning all too well. So"
3298,Article 3298,"as soon as you hear an aircraft hit a building, I think my mind goes where every New Yorker's mind goes,"" Cuomo said. MORE: New Yorkers"
3299,Article 3299,"' 9/11 ""PTSD"" Tested By Skyscraper Chopper Crash West 50th Street-West 52nd Street between Sixth and Seventh Avenues was closed to vehi"
3300,Article 3300,"cles and pedestrians, the NYPD said. Other streets near the crash site were closed but later reopened. President Donald Trump tweeted p"
3301,Article 3301,"raise for first responders, saying they did ""phenomenal job,"" adding ""The Trump Administration stands ready should you need anything at"
3302,Article 3302,"all."" Criminals Turning NYC Into Wild West, 7 People Struck By Stray Bullets As June Shootings Spike newyork June 12, 2019 / 11:27 PM E"
3303,Article 3303,"DT / CBS New York NEW YORK (CBSNewYork) – New York City is quickly turning into the wild west this summer, as a rash of shootings acros"
3304,Article 3304,"s the five boroughs has left several innocent bystanders with bullet wounds. CBS2 has learned that, this month alone, seven people have"
3305,Article 3305,been struck by stray bullets in six different incidents in the city. The most recent was Wednesday morning. There were four incidents l
3306,Article 3306,ast week across New York City: June 4 – A 15-year-old girl was shot in thigh while sitting on a bench on a basketball court in Bushwick
3307,Article 3307,. June 5 – A seven-year-old Bronx boy was shot in the leg while walking home from school with his grandmother. June 5 – Two elderly wom
3308,Article 3308,en were shot while sitting in their Queens home at 11:45 p.m. Both survived. June 7 – An East Harlem woman was shot in arm at 102nd Str
3309,Article 3309,"eet and Madison Ave. As bullets flew through a Bronx neighborhood, one hit a car - piercing the windshield. More importantly, an innoce"
3310,Article 3310,"nt woman got shot on a street she's walked on for years. 0612bullethole (Credit: CBS2) ""I can't believe it's me right now,"" Angela Salt"
3311,Article 3311,arelli said. It happened on a block in the Bronx where parents push strollers and children enjoy their local playground. The stray bull
3312,Article 3312,"et left Saltarelli's arm gushing with blood. 0612armwound Angela Saltarelli's bullet wound. (Credit: CBS2) ""I looked down and I'm like "
3313,Article 3313,"'oh my god, oh my god, I'm shot, I'm shot!'"" Wearing a bandage and her hospital ankle bracelet, the 39-year-old told CBS2's Jessica Lay"
3314,Article 3314,ton she got caught in the crossfire of a fight as she walked to work Wednesday morning on Williamsbridge Road. Witnesses nearby wrapped
3315,Article 3315,"her arm and rushed her to a local hospital. Angela is the second victim of random gunfire in the city just this week. ""My husband was a"
3316,Article 3316,"n innocent person that died,"" Terry Solomon said. Hamilton-Heights-homicide-victim Winston McKay, 40, was fatally shot by a stray bulle"
3317,Article 3317,t on June 10 in Hamilton Heights. Solomon is still crushed and confused over the loss of his partner of 18 years. While walking their d
3318,Article 3318,"og Monday morning, Winston McKay unknowingly walked into a fight and was shot in the leg near his home in Hamilton Heights."
3319,Article 3319,MORE: NYPD: Surveillance Video Shows Gunman Who Killed Innocent Bystander Walking His Dog In Hamilton Heights Police released disturbin
3320,Article 3320,g surveillance video of a suspect in a hooded sweatshirt appearing to point his rifle toward his intended target before shooting the 40
3321,Article 3321,-year-old man who was just minding his own business. Hamilton Heights Shooting Suspect Police say this man is wanted for shooting and k
3322,Article 3322,"illing Winston McKay. (credit: CBS2) ""Innocent people are dying out here for what? Because you're arguing with somebody that you can't "
3323,Article 3323,"just walk away from?"" Solomon said. The suspects in both crimes are still on the run. While Solomon struggles with the pain of losing a"
3324,Article 3324,"loved one, Saltarelli is grateful her wound will eventually heal. ""I have to be strong and have to get back out there, I can't let this"
3325,Article 3325,"stop me from living my life,"" Saltarelli said. Police told CBS2 that they have surveillance video from both incidents. They hope it wil"
3326,Article 3326,l lead them to their suspects. Anyone with information about these incidents is asked to call NYPD's Crime Stoppers hotline at 1-800-57
3327,Article 3327,"7-TIPS (8477) or 1-888-57-PISTA (74782) for Spanish. You can also submit a tip via the Crime Stoppers website, by Tweeting @NYPDTips or"
3328,Article 3328,by texting a tip to 274637 (CRIMES) and then entering TIP577. 5 Defendants Found Guilty On All Counts In 'Justice For Junior' Trial
3329,Article 3329,"newyork June 14, 2019 / 11:20 PM EDT / CBS New York NEW YORK (CBSNewYork) - Five people were found guilty in the mistaken identity murd"
3330,Article 3330,"er of the teenager known as Junior. A jury found all five of them guilty on all counts in the ""Justice for Junior"" trial, including fir"
3331,Article 3331,st degree murder and gang assault. Justice-for-Junior-first-trial-five-suspects Five of 14 men charged with murdering 15-year-old Lesan
3332,Article 3332,"dro ""Junior"" Guzman-Feliz last summer in the Bronx. (Photo via CBS2) Friday marked the end of a grueling year-long legal process."
3333,Article 3333,"The five Trinitarios gang members were found guilty of brutally stabbing Lesandro ""Junior"" Guzman-Feliz outside a Bronx bodega on June "
3334,Article 3334,"20. Prosecutors say Junior ""fought like hell"" to escape his killers, who though he was part of the rival Sunset gang. He ran to St. Bar"
3335,Article 3335,"nabas Hospital but collapsed and died before getting help. During deliberations, jurors asked to rewatch graphic surveillance video sho"
3336,Article 3336,"wing the moment of the attack as Junior was repeatedly stabbed to death, and to rehear testimony alleging the murder was planned to tar"
3337,Article 3337,"get a member of a rival gang. Junior's parents watched the verdict come in from a room upstairs in the courthouse, after graphic testim"
3338,Article 3338,"ony and video sparking several emotional outbursts from Junior's mother Leandra. Friday, she said she finds a sliver of comfort."
3339,Article 3339,"Web Extra: Bronx DA, Junior's Mother Speak After Verdict ""I'm not going to have my son back. But those killers, those murderers, they w"
3340,Article 3340,"ere going to be outside killing another kid,"" Junior's mother Leandra Feliz said. ""My son was a good kid. He only was 15 years old. He "
3341,Article 3341,was doing the best in the school at the time when that tragedy happened. He was in the [NYPD] Explorers program. He was a really good k
3342,Article 3342,"id. He never been into any problem in his life until those killers murdered my son."" ""The message going through to the people, see what"
3343,Article 3343,"happened to those killers,"" she said. ""If they continue to do violence in the city, they're going to get the same thing."""
3344,Article 3344,"""The verdicts bring justice to Junior Guzman-Feliz. We hope the verdicts bring closure to the family after so much pain,"" said Bronx DA"
3345,Article 3345,"Darcel Clark. ""Junior came to symbolize all of the young people who have lost their lives to brutal gang violence. Today's verdict fort"
3346,Article 3346,"ifies the Bronx community's stand against violence."" After the jury read the verdict, Manuel Rivera, one of the defendants, yelled out "
3347,Article 3347,"in court ""until death."" Murder 1 comes with a mandatory sentence of life in prison. Sentencing is set for July 16. Nine other suspects "
3348,Article 3348,are also accused of taking part in the assault. Those nine will be tried at a later date. NYC Cyclist Deaths: Mayor Bill De Blasio 'Tak
3349,Article 3349,"ing Action' After 14th Person Killed This Year newyork July 1, 2019 / 9:00 PM EDT / CBS New York NEW YORK (CBSNewYork) -- Mayor Bill de"
3350,Article 3350,Blasio has ordered the NYPD to crack down on dangerous drivers after another bicyclist was killed in a collision Monday.
3351,Article 3351,"We're only halfway through 2019 and, so far, twice as many cyclists have died in accidents than all of last year, CBS2's Ali Bauman rep"
3352,Article 3352,"orts. The mayor released the following statement Monday evening: ""We are seeing a dangerous surge in cyclist deaths on our streets, and"
3353,Article 3353,we are taking action. I have directed the NYPD to immediately launch a major enforcement action that will encompass every precinct and 
3354,Article 3354,"crack down on dangerous driving behavior like parking in bike lanes. At the same time, I have charged the Department of Transportation "
3355,Article 3355,with developing a new cyclist safety plan to make biking in our city safer. No loss of life on our streets is acceptable. Last year was
3356,Article 3356,"the safest year on record—and we have to keep pushing the envelope and increasing our efforts until we achieve Vision Zero."""
3357,Article 3357,The most recent incident happened Monday afternoon when 28-year-old Devra Freelander was struck and killed by a cement truck in Brookly
3358,Article 3358,n. Investigators say the truck had the green light at the intersection of Boerum Street and Bushwick Avenue in Williamsburg when it col
3359,Article 3359,"lided with Freelander. ""He said it wasn't his fault because the girl was crossing from the sidewalk and he has the green light for him "
3360,Article 3360,"to pass, and the girl went into the truck, slid in the middle and she got hit by the rear tires,"" witness Jammam Yafai said."
3361,Article 3361,"The truck driver stayed at the scene. No charges have been filed. Hours later, cycling advocates rallied in Brownsville, where 57-year-"
3362,Article 3362,"old cyclist Ernest Askew was hit and killed by a car last week. ""He was a beautiful person,"" the victim's aunt said. ""I would like to s"
3363,Article 3363,"ay to our mayor, as he does what he's doing around the country, that he needs to pay attention right now because we're having an epidem"
3364,Article 3364,"ic that cannot be explained,"" cycling advocate Courtney Williams said. ""This is just egregious inaction from my city officials. People "
3365,Article 3365,"are dying,"" one man said. The NYPD says 14 cyclists have died in accidents across the city so far in 2019, compared to seven deaths ove"
3366,Article 3366,"rall in 2018. Just last week, 20-year-old Robyn Hightman was killed after colliding with a truck in Chelsea while riding her bike. That"
3367,Article 3367,"driver was issued summonses but was not arrested. ""We need to look at the redesigns of streets,"" Eric Adams, Brooklyn borough president"
3368,Article 3368,", said. ""We need to make sure that we're encouraging drivers to think about, when they're making turns, think about bicyclists,"" counci"
